2   hsa:1630       5X83        
169 hsa:6502       2AST_B      
170 hsa:1163       4YC6_BDFH   
170 hsa:1164       1CKS        
171 hsa:8900       NA
172 hsa:1027       1JSU_A  NA 5UQ3_C   considering
173 hsa:1030       NA
174 hsa:1029       1A5E_model1 
175 hsa:1029       1A5E_model1 
176 hsa:355        2NA7_model1 
177 hsa:8772       2GF5_model1 
178 hsa:841        1QTN_AB     
179 hsa:637        5AJJ_B      
181 hsa:650        3BMP        
181 hsa:652        NA
182 hsa:2735       2GLI_A      
183 hsa:64399      3HO4        
184 hsa:5727       NA   
184 hsa:8643       NA
185 hsa:51384      NA
185 hsa:54361      NA
185 hsa:7471       NA
185 hsa:7472       NA
185 hsa:7473       NA
185 hsa:7474       NA
185 hsa:7475       NA
185 hsa:7476       NA
185 hsa:7477       NA
185 hsa:7478       NA
185 hsa:7479       NA
185 hsa:7480       NA
185 hsa:7481       NA
185 hsa:7482       NA
185 hsa:7483       NA
185 hsa:7484       NA
185 hsa:80326      NA
185 hsa:81029      NA
185 hsa:89780      NA
186 hsa:354        2ZCL_P   NA 2ZCH_P    considering
187 hsa:332        1F3H        
188 hsa:4609       1NKP_AD     
189 hsa:595        2W9F_A      
190 hsa:5743       5F19_A      
191 hsa:4843       3HR4_ACEG   
192 hsa:596        2XA0_AB     
193 hsa:112401     1XB0_ABCDEF 
193 hsa:329        1QBH_model1 
193 hsa:330        3EB5        
193 hsa:331        2KNA_model1 
193 hsa:79444      1OXN_ABCDE  
194 hsa:7185       5E1T_ABC    
194 hsa:7186       3KNV        
194 hsa:7187       1FLL_AB     
194 hsa:7188       NA          
194 hsa:7189       2ECI_model1 
194 hsa:9618       2YUC_model1 
195 hsa:595        2W9F_A      
196 hsa:598        4A1U_A      
197 hsa:598        4A1U_A      
198 hsa:2277       2XV7        
198 hsa:5228       1FZV        
198 hsa:7422       4KZN        
198 hsa:7423       2XAC_AB     
198 hsa:7424       4BSK_C      
199 hsa:5155       1PDG        
200 hsa:2277       2XV7        
200 hsa:5228       1FZV        
200 hsa:7422       4KZN        
200 hsa:7423       2XAC_AB     
200 hsa:7424       4BSK_C      
201 hsa:7039       2TGF        
202 hsa:7040       1KLC        
202 hsa:7042       2TGI        
202 hsa:7043       1TGK        
203 hsa:6513       4PYP        
204 hsa:1612       4PF4        
204 hsa:1613       5A6O        
204 hsa:23604      1ZWS        
205 hsa:1019       3G33_AC     
206 hsa:2113       1GVJ        
207 hsa:2277       2XV7        
207 hsa:5228       1FZV        
207 hsa:7422       4KZN        
207 hsa:7423       2XAC_AB     
207 hsa:7424       4BSK_C      
208 hsa:4312       1HFC        
208 hsa:4313       1CK7        
208 hsa:4318       5UE3        
209 hsa:3576       5D14        
210 hsa:595        2W9F_A      
211 hsa:1438       4RS1_B      
212 hsa:1441       2D9Q_B      
213 hsa:1436       4WRM_A      
214 hsa:3569       1ALU        
215 hsa:1869       2AZE_B      
215 hsa:1870       NA          
215 hsa:1871       NA
216 hsa:1441       2D9Q_B      
217 hsa:4609       1NKP_AD     
218 hsa:1436       4WRM_A      
219 hsa:596        2XA0_AB     
220 hsa:842        1NW9_B      
221 hsa:595        2W9F_A      
222 hsa:4609       1NKP_AD     
223 hsa:5467       2AWH        
224 hsa:1026       5E0U_DEF    
225 hsa:2308       3CO7_CF     
226 hsa:4824       2L9R_model1 
227 hsa:5594       2Y9Q_A      
227 hsa:5595       2ZOQ        
228 hsa:10000      2X18        
228 hsa:207        1UNP        
228 hsa:208        1GZN        
229 hsa:1499       4DJS_A      
230 hsa:2735       2GLI_A      
230 hsa:2736       NA
230 hsa:2737       NA
231 hsa:356        4MSV_A        
246 hsa:4254       1SCF  
247 hsa:2323       1ETE        
248 hsa:2246       1RG8        
248 hsa:2247       1BFG        
248 hsa:2248       NA
248 hsa:2249       1IJT        
248 hsa:2250       NA
248 hsa:2251       NA
248 hsa:2252       NA
248 hsa:2253       2FDB_MN     
248 hsa:2254       1IHK        
248 hsa:2255       1NUN_A      
248 hsa:2256       NA
248 hsa:2257       1Q1U        
248 hsa:2258       3HBW        
248 hsa:2259       NA
248 hsa:26281      3F1R        
248 hsa:26291      NA
248 hsa:27006      NA
248 hsa:8074       2P39        
248 hsa:8817       4CJM        
248 hsa:8822       NA
248 hsa:8823       NA
248 hsa:9965       1PWA        
252 hsa:10161      NA  
252 hsa:185        NA
252 hsa:1902       NA
252 hsa:2149       3LU9_CF     
252 hsa:23566      NA 
252 hsa:2846       NA
252 hsa:57121      NA
252 hsa:9002       NA  
252 hsa:9170       NA
253 hsa:5731       NA
253 hsa:5732       NA
253 hsa:5733       NA
253 hsa:5734       NA
254 hsa:1909       NA
254 hsa:1910       5GLI        
254 hsa:623        NA
254 hsa:624        NA
255 hsa:2778       5VAI_A      
256 hsa:107        NA
256 hsa:108        NA
256 hsa:109        NA
256 hsa:111        NA
256 hsa:112        NA
256 hsa:113        NA
256 hsa:114        NA
256 hsa:115        NA
256 hsa:196883     NA
257 hsa:5566       4WB5_A      
257 hsa:5567       NA
257 hsa:5568       NA
258 hsa:10681      NA
258 hsa:2782       5UKL_B      
258 hsa:2783       NA 
258 hsa:2784       NA
258 hsa:2785       NA
258 hsa:2786       NA
258 hsa:2787       NA
258 hsa:2788       NA
258 hsa:2790       NA
258 hsa:2791       NA
258 hsa:2792       NA
258 hsa:2793       NA
258 hsa:51764      NA
258 hsa:54331      5UKL_G      
258 hsa:55970      NA
258 hsa:59345      NA
258 hsa:94235      NA
260 hsa:10672      NA
260 hsa:2768       NA
261 hsa:23365      2OMJ_model1 
261 hsa:57449      NA
261 hsa:9138       1IAP        
261 hsa:9826       1HTJ        
262 hsa:387        5C4M        
263 hsa:6093       3O0Z   
263 hsa:9475       NA 
264 hsa:5578       4DNL        
264 hsa:5579       NA
264 hsa:5582       2UZP        
268 hsa:2767       NA  
268 hsa:2776       NA
269 hsa:23236      NA
269 hsa:5330       2ZKM        
269 hsa:5331       4GNK_BDE      
269 hsa:5332       NA
270 hsa:10125      4L9U        
270 hsa:10235      6AXF_ACEGIKMO   
270 hsa:115727     6AXG_ACEGIK   
270 hsa:25780      NA
271 hsa:2770       2OM2_AC     
271 hsa:2771       NA
271 hsa:2773       4G5O_ABCD       
272 hsa:7852       2N55_B_model1 
278 hsa:6387       1QG7          
283 hsa:374654     4A14          
 90 C00951         estradiol                                       
 90 C00410         progesterone                                    
 90 C07653         flutamide                                       
 90 C01227         prasterone                                      
 90 C00280         androstenedione                                 
 90 C00735         hydrocortisone                                  
 90 C00762         cortisone                                       
 91 C00187         NA cholesterol                                     
 92 C05981         NA 1,2-diacyl-sn-glycero-3-phosphoinositol
 93 C00165         NA diacylglycerol       
 94 C01245         1D-myo-Inositol-1,4,5-trisphosphate             
 95 C00076         NA calcium_cation                                  
 96 C00416         NA
131 C00122         fumaric_acid                                     
132 C00149         malic_acid                                      
139 C16038         2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine 
140 C00777         tretinoin                                       
140 C15493         NA
249 C00535         testosterone                                    
250 C03917         dihydrotestosterone                             
259 C00575         cAMP                                            
265 C00165         NA diacylglycerol                            
266 C01245         1D-myo-Inositol-1,4,5-trisphosphate             
267 C00076         NA calcium_cation                                  
274 C00752         thrombin                                        
275 C00306         bradykinin                                      
276 C16010         endothelin_1                                    
277 C00584         prostaglandin_E2                                
279 C00752         thrombin                                        
280 C00681         lysophosphatidate                               
281 C02135         angiotensin_II                                  
282 C02135         angiotensin_II                                  
